,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,014,training,1,6,['B1'],298109
1,014,training,1,2,['B2'],350913
2,014,training,1,NA,NA,NA
3,014,training,1,NA,NA,NA
4,014,training,1,NA,NA,NA
5,014,training,1,4,['B2'],509823
6,014,training,1,5,['B1'],550896
7,014,training,1,4,['B3'],592563
8,014,training,1,NA,NA,NA
9,014,training,1,4,['B3'],681477
10,014,training,1,4,['B1'],726663
11,014,0,1,5,['B1'],808847
12,014,0,2,NA,NA,NA
13,014,0,3,NA,NA,NA
14,014,0,4,5,['B5'],938274
15,014,1,1,5,['B3'],982040
16,014,1,2,NA,NA,NA
17,014,1,3,NA,NA,NA
18,014,1,4,1,['B2'],1097140
19,014,2,1,NA,NA,NA
20,014,2,2,1,"['B5', 'B4']",1204791
21,014,2,3,3,['B4'],1257541
22,014,2,4,NA,NA,NA
23,014,3,1,NA,NA,NA
24,014,3,2,3,['B4'],1377664
25,014,3,3,NA,NA,NA
26,014,3,4,3,['B4'],1451191
27,014,4,1,4,['B1'],1513225
28,014,4,2,3,['B4'],1566642
29,014,4,3,NA,NA,NA
30,014,4,4,NA,NA,NA
31,014,5,1,NA,NA,NA
32,014,5,2,NA,NA,NA
33,014,5,3,2,['B4'],1769165
34,014,5,4,3,['B4'],1815742
35,014,6,1,4,['B4'],1926893
36,014,6,2,NA,NA,NA
37,014,6,3,NA,NA,NA
38,014,6,4,3,['B4'],2063883
39,014,7,1,3,['B4'],2110626
40,014,7,2,NA,NA,NA
41,014,7,3,NA,NA,NA
42,014,7,4,1,['B4'],2228943
43,014,8,1,5,['B1'],2326828
44,014,8,2,NA,NA,NA
45,014,8,3,NA,NA,NA
46,014,8,4,3,['B4'],2471777
47,014,9,1,3,['B4'],2517027
48,014,9,2,NA,NA,NA
49,014,9,3,NA,NA,NA
50,014,9,4,1,['B4'],2633416
51,014,10,1,NA,NA,NA
52,014,10,2,NA,NA,NA
53,014,10,3,3,['B4'],2811344
54,014,10,4,2,['B4'],2861717
55,014,11,1,3,['B4'],2897478
56,014,11,2,NA,NA,NA
57,014,11,3,1,['B4'],2967844
58,014,11,4,NA,NA,NA
