,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,022,training,1,6,['B1'],197800
1,022,training,1,NA,NA,NA
2,022,training,1,4,['B3'],268648
3,022,training,1,NA,NA,NA
4,022,0,1,NA,NA,NA
5,022,0,2,5,"['B1', 'B4']",390566
6,022,0,3,NA,NA,NA
7,022,0,4,6,['B1'],462799
8,022,1,1,5,"['B2', 'B3']",510407
9,022,1,2,NA,NA,NA
10,022,1,3,NA,NA,NA
11,022,1,4,4,['B3'],643433
12,022,2,1,NA,NA,NA
13,022,2,2,NA,NA,NA
14,022,2,3,3,['B3'],762550
15,022,2,4,6,['B1'],800667
16,022,3,1,NA,NA,NA
17,022,3,2,5,"['B1', 'B3']",888050
18,022,3,3,5,"['B4', 'B1']",933484
19,022,3,4,NA,NA,NA
20,022,4,1,5,"['B3', 'B1']",1021984
21,022,4,2,6,['B1'],1057184
22,022,4,3,NA,NA,NA
23,022,4,4,NA,NA,NA
24,022,5,1,NA,NA,NA
25,022,5,2,5,['B1'],1201151
26,022,5,3,NA,NA,NA
27,022,5,4,4,"['B4', 'B3']",1283951
28,022,6,1,NA,NA,NA
29,022,6,2,5,"['B1', 'B3']",1368085
30,022,6,3,NA,NA,NA
31,022,6,4,6,['B1'],1434652
32,022,7,1,5,['B1'],1477835
33,022,7,2,NA,NA,NA
34,022,7,3,NA,NA,NA
35,022,7,4,4,"['B2', 'B3']",1601852
36,022,8,1,NA,NA,NA
37,022,8,2,NA,NA,NA
38,022,8,3,5,['B1'],1711303
39,022,8,4,5,['B1'],1744503
40,022,9,1,4,['B4'],1789469
41,022,9,2,NA,NA,NA
42,022,9,3,5,['B1'],1874370
43,022,9,4,NA,NA,NA
44,022,10,1,5,"['B1', 'B4']",1960337
45,022,10,2,6,['B1'],1996504
46,022,10,3,NA,NA,NA
47,022,10,4,NA,NA,NA
48,022,11,1,5,"['B1', 'B3']",2100387
49,022,11,2,NA,NA,NA
50,022,11,3,NA,NA,NA
51,022,11,4,4,['B3'],2225660
