,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,019,training,1,NA,NA,NA
1,019,training,1,6,['B1'],127446
2,019,training,1,6,['B1'],165383
3,019,training,1,6,['B1'],200684
4,019,0,1,6,['B1'],280795
5,019,0,2,NA,NA,NA
6,019,0,3,NA,NA,NA
7,019,0,4,6,['B1'],376895
8,019,1,1,6,['B1'],421646
9,019,1,2,NA,NA,NA
10,019,1,3,NA,NA,NA
11,019,1,4,6,['B1'],547162
12,019,2,1,6,['B1'],600162
13,019,2,2,NA,NA,NA
14,019,2,3,NA,NA,NA
15,019,2,4,6,['B1'],696712
16,019,3,1,NA,NA,NA
17,019,3,2,6,['B1'],779846
18,019,3,3,NA,NA,NA
19,019,3,4,4,['B2'],864946
20,019,4,1,NA,NA,NA
21,019,4,2,5,['B2'],944463
22,019,4,3,5,"['B1', 'B3']",983813
23,019,4,4,NA,NA,NA
24,019,5,1,6,['B1'],1066864
25,019,5,2,NA,NA,NA
26,019,5,3,NA,NA,NA
27,019,5,4,6,['B1'],1193149
28,019,6,1,5,['B1'],1243097
29,019,6,2,NA,NA,NA
30,019,6,3,NA,NA,NA
31,019,6,4,2,"['B1', 'B2']",1339847
32,019,7,1,NA,NA,NA
33,019,7,2,4,['B2'],1430131
34,019,7,3,NA,NA,NA
35,019,7,4,5,['B1'],1518614
36,019,8,1,NA,NA,NA
37,019,8,2,6,['B1'],1595832
38,019,8,3,5,['B1'],1629148
39,019,8,4,NA,NA,NA
40,019,9,1,5,['B1'],1702998
41,019,9,2,NA,NA,NA
42,019,9,3,5,['B1'],1786315
43,019,9,4,NA,NA,NA
44,019,10,1,6,['B1'],1873099
45,019,10,2,NA,NA,NA
46,019,10,3,6,['B1'],1938370
47,019,10,4,NA,NA,NA
48,019,11,1,NA,NA,NA
49,019,11,2,6,['B1'],2055616
50,019,11,3,6,['B1'],2101702
51,019,11,4,NA,NA,NA
