,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,024,training,1,NA,NA,NA
1,024,training,1,4,['B3'],207214
2,024,training,1,6,['B1'],243881
3,024,training,1,NA,NA,NA
4,024,0,1,NA,NA,NA
5,024,0,2,6,"['B1', 'B4']",361527
6,024,0,3,NA,NA,NA
7,024,0,4,4,['B2'],451027
8,024,1,1,4,['B5'],485900
9,024,1,2,6,['B1'],520011
10,024,1,3,NA,NA,NA
11,024,1,4,NA,NA,NA
12,024,2,1,5,['B4'],631877
13,024,2,2,6,['B1'],675161
14,024,2,3,NA,NA,NA
15,024,2,4,NA,NA,NA
16,024,3,1,NA,NA,NA
17,024,3,2,6,['B1'],817617
18,024,3,3,6,['B1'],850978
19,024,3,4,NA,NA,NA
20,024,4,1,NA,NA,NA
21,024,4,2,6,['B1'],972633
22,024,4,3,6,"['B5', 'B1']",1014383
23,024,4,4,NA,NA,NA
24,024,5,1,NA,NA,NA
25,024,5,2,6,['B1'],1116727
26,024,5,3,3,['B2'],1151561
27,024,5,4,NA,NA,NA
28,024,6,1,6,['B1'],1233228
29,024,6,2,6,['B1'],1275879
30,024,6,3,NA,NA,NA
31,024,6,4,NA,NA,NA
32,024,7,1,NA,NA,NA
33,024,7,2,4,['B2'],1412968
34,024,7,3,6,['B1'],1445568
35,024,7,4,NA,NA,NA
36,024,8,1,NA,NA,NA
37,024,8,2,6,['B1'],1570702
38,024,8,3,6,['B1'],1611718
39,024,8,4,NA,NA,NA
40,024,9,1,NA,NA,NA
41,024,9,2,6,['B1'],1709364
42,024,9,3,6,['B1'],1740062
43,024,9,4,NA,NA,NA
44,024,10,1,NA,NA,NA
45,024,10,2,5,['B2'],1868528
46,024,10,3,NA,NA,NA
47,024,10,4,6,['B1'],1949246
48,024,11,1,NA,NA,NA
49,024,11,2,NA,NA,NA
50,024,11,3,6,['B1'],2039552
51,024,11,4,6,['B1'],2071485
