,name,random,block_num,block_exp_time,block_load,block_settings,trial_num,trial_exp_time,pres_letter,letter_pres_exp_time,answ_letter,letter_answ_exp_time,letter_react_time,letter_memory_time,pres_eq,eq_pres_exp_time,eq_truthvalue,truth_given,truth_react_time
0,010,False,training,129757,4,21,1,130044,V,130076,V,157131,1754,27083,4+9=14,131093,n,n,1414
1,010,False,training,129757,4,21,1,136366,N,136410,N,157548,2171,21167,6+2=8,137426,y,y,1482
2,010,False,training,129757,4,21,1,142696,M,142726,M,158219,2842,15517,4+7=11,143743,y,y,1836
3,010,False,training,129757,4,21,1,149009,W,149043,W,158474,3097,9468,6+5=12,150060,n,n,1438
4,010,False,training,159075,4,21,1,159371,B,159410,B,186348,1621,26967,8+7=15,160426,y,y,2049
5,010,False,training,159075,4,21,1,165698,P,165726,P,187483,2756,21784,2+7=9,166743,y,y,1332
6,010,False,training,159075,4,21,1,172013,H,172060,H,190204,5477,18167,3+7=9,173076,n,n,1912
7,010,False,training,159075,4,21,1,178351,G,178393,V,190427,5700,12067,4-3=1,179410,y,y,1448
8,010,False,training,190899,4,21,1,191203,S,191260,S,218459,1899,27234,3+4=8,192276,n,n,1510
9,010,False,training,190899,4,21,1,197553,Z,197610,Z,218892,2332,21317,9-3=5,198626,n,n,1658
10,010,False,training,190899,4,21,1,203887,K,203910,K,219644,3084,15767,7+3=9,204926,n,n,1949
11,010,False,training,190899,4,21,1,210198,T,210243,V,220139,3579,9933,4-4=0,211260,y,y,1216
12,010,False,training,220531,4,21,1,220817,N,220843,N,247211,1117,26400,4+8=11,221860,n,n,1398
13,010,False,training,220531,4,21,1,227132,L,227177,L,247963,1869,20817,3-3=0,228193,y,y,1066
14,010,False,training,220531,4,21,1,233462,C,233477,C,248523,2429,15083,2+3=5,234493,y,y,1391
15,010,False,training,220531,4,21,1,239754,B,239777,B,248987,2893,9234,9-9=1,240794,n,n,1186
16,010,False,0,284044,5,20,1,284355,V,284393,V,311292,1514,26933,1+3=2,285410,n,n,1785
17,010,False,0,284044,5,20,1,289429,K,289477,K,311867,2089,22416,3-1=2,290493,y,y,1694
18,010,False,0,284044,5,20,1,294521,W,294560,W,312428,2650,17900,8+6=14,295577,y,y,1682
19,010,False,0,284044,5,20,1,299599,G,299643,G,313339,3561,13734,7+5=11,300660,n,n,2136
20,010,False,0,284044,5,20,1,304678,P,304710,P,314252,4474,9567,8-8=1,305727,n,n,2188
21,010,False,0,284044,5,20,2,316505,J,316560,J,343675,1748,27150,9-3=5,317577,n,n,1618
22,010,False,0,284044,5,20,2,321596,R,321627,R,344619,2692,23017,1+6=5,322643,n,n,1591
23,010,False,0,284044,5,20,2,326656,H,326693,H,345243,3316,18584,7+6=14,327710,n,n,1869
24,010,False,0,284044,5,20,2,331731,M,331760,M,345947,4020,14217,9-7=2,332777,y,y,2115
25,010,False,0,284044,5,20,2,336799,F,336844,F,346892,4965,10083,4+9=14,337860,n,n,1911
26,010,False,0,284044,5,20,3,355690,C,355727,C,382571,1510,26868,4+4=8,356744,y,y,1155
27,010,False,0,284044,5,20,3,360757,T,360777,T,383035,1974,22283,8+7=15,361794,y,y,2777
28,010,False,0,284044,5,20,3,365820,K,365860,K,384203,3142,18367,5-1=4,366877,y,y,1598
29,010,False,0,284044,5,20,3,370898,W,370910,N,386010,4949,15133,7-1=7,371927,n,n,1540
30,010,False,0,284044,5,20,3,375941,N,375977,W,386923,5862,10983,5-4=1,376994,y,y,1881
31,010,False,0,284044,5,20,4,387951,Q,387977,Q,415307,1996,27367,6+4=9,388994,n,n,1449
32,010,False,0,284044,5,20,4,393014,G,393027,G,416027,2716,23034,4+3=6,394044,n,n,1887
33,010,False,0,284044,5,20,4,398061,F,398094,F,417180,3869,19117,8+5=14,399110,n,n,3094
34,010,False,0,284044,5,20,4,403136,B,403160,B,417994,4683,14867,4+7=11,404177,y,y,2651
35,010,False,0,284044,5,20,4,408197,J,408228,J,418620,5309,10416,8-7=2,409244,n,n,1727
36,010,False,1,424498,5,30,1,424784,V,424811,V,461499,1304,36717,1+1=0,425827,n,n,1369
37,010,False,1,424498,5,30,1,431846,H,431894,H,461915,1720,30050,5+8=13,432910,y,y,3244
38,010,False,1,424498,5,30,1,438937,P,438977,P,462780,2585,23834,6-5=1,439994,y,y,1233
39,010,False,1,424498,5,30,1,446016,W,446061,W,463451,3256,17417,9-5=3,447077,n,n,2263
40,010,False,1,424498,5,30,1,453100,S,453127,S,463835,3640,10733,7+3=9,454144,n,n,2556
41,010,False,1,424498,5,30,2,468102,N,468127,N,504635,1190,36534,6-2=6,469144,n,n,2019
42,010,False,1,424498,5,30,2,475162,M,475194,M,505324,1879,30167,8-7=2,476211,n,n,1880
43,010,False,1,424498,5,30,2,482234,J,482277,J,506284,2839,24033,9-9=0,483294,y,y,1198
44,010,False,1,424498,5,30,2,489314,F,489327,F,507068,3623,17767,2+2=4,490344,y,y,1219
45,010,False,1,424498,5,30,2,496361,C,496394,C,507628,4183,11267,2-2=1,497411,n,n,1657
46,010,False,1,424498,5,30,3,508405,Z,508444,Z,544939,1178,36517,1+5=6,509461,y,y,1590
47,010,False,1,424498,5,30,3,515475,H,515511,H,545771,2010,30284,8-6=3,516527,n,n,1964
48,010,False,1,424498,5,30,3,522551,B,522594,B,546427,2666,23867,6-1=5,523611,y,y,2817
49,010,False,1,424498,5,30,3,529629,K,529644,K,547084,3323,17467,9+5=16,530661,n,n,2679
50,010,False,1,424498,5,30,3,536689,R,536714,R,547947,4186,11264,6+1=5,537727,n,n,1885
51,010,False,1,424498,5,30,4,548951,T,548978,T,586204,1959,37251,3+3=6,549994,y,y,1633
52,010,False,1,424498,5,30,4,556013,N,556028,N,587003,2758,31000,9-6=2,557044,n,n,1560
53,010,False,1,424498,5,30,4,563070,F,563094,F,587436,3191,24367,5+4=8,564111,n,n,1516
54,010,False,1,424498,5,30,4,570131,W,570144,W,587931,3686,17817,5+8=14,571161,n,n,2722
55,010,False,1,424498,5,30,4,577175,S,577194,S,588411,4166,11250,4+8=11,578211,n,n,2023
56,010,False,2,606635,5,20,1,606934,P,606961,P,634235,1940,27300,7+5=12,607978,y,y,2417
57,010,False,2,606635,5,20,1,611996,J,612011,J,635323,3028,23335,7-1=7,613028,n,n,1240
58,010,False,2,606635,5,20,1,617040,C,617061,C,636603,4308,19567,6+4=9,618078,n,n,1405
59,010,False,2,606635,5,20,1,622094,D,622144,D,637756,5461,15650,9+3=13,623161,n,n,1635
60,010,False,2,606635,5,20,1,627180,Z,627211,Z,638252,5957,11067,4-2=2,628228,y,y,2215
61,010,False,2,606635,5,20,2,643700,F,643728,F,670748,1718,27050,8-8=0,644744,y,y,1490
62,010,False,2,606635,5,20,2,648758,L,648778,L,671276,2246,22533,8+9=19,649795,n,NA,NA
63,010,False,2,606635,5,20,2,653816,H,653845,H,671739,2709,17918,1+3=4,654861,y,y,1981
64,010,False,2,606635,5,20,2,658884,N,658911,N,672428,3398,13550,2-2=0,659928,y,y,1620
65,010,False,2,606635,5,20,2,663944,Q,663961,Q,672891,3861,8967,3+6=8,664978,n,n,1929
66,010,False,2,606635,5,20,3,673752,K,673778,K,700795,1733,27050,6-3=3,674795,y,y,2400
67,010,False,2,606635,5,20,3,678814,D,678829,D,701212,2150,22416,2+3=5,679845,y,y,1862
68,010,False,2,606635,5,20,3,683869,T,683895,T,701788,2726,17917,8+6=14,684911,y,y,1885
69,010,False,2,606635,5,20,3,688930,P,688945,P,702364,3302,13450,2+5=7,689961,y,y,2946
70,010,False,2,606635,5,20,3,693984,S,694012,S,702668,3606,8683,1+9=10,695028,y,y,1607
71,010,False,2,606635,5,20,4,708710,C,708745,C,736299,2253,27583,6+9=16,709761,n,n,1579
72,010,False,2,606635,5,20,4,713784,N,713812,N,736923,2877,23150,5+7=13,714828,n,n,2080
73,010,False,2,606635,5,20,4,718852,J,718895,J,737420,3374,18550,9-8=2,719911,n,n,1220
74,010,False,2,606635,5,20,4,723927,Q,723945,Q,738075,4029,14166,5-5=0,724962,y,y,1082
75,010,False,2,606635,5,20,4,728982,B,728995,B,738588,4542,9617,8+7=16,730012,n,n,3455
76,010,False,3,739224,5,30,1,739522,R,739562,R,776140,1295,36617,9+5=16,740578,n,n,2890
77,010,False,3,739224,5,30,1,746591,L,746612,L,776619,1774,30033,8+1=9,747628,y,y,1840
78,010,False,3,739224,5,30,1,753641,S,753662,S,777244,2399,23617,4+4=8,754678,y,y,1589
79,010,False,3,739224,5,30,1,760694,G,760728,G,778620,3775,17917,7-4=3,761745,y,y,2267
80,010,False,3,739224,5,30,1,767765,D,767795,D,779291,4446,11533,1+8=7,768812,n,n,1951
81,010,False,3,739224,5,30,2,784951,M,784978,M,822876,2614,37934,8+6=14,785995,y,y,1393
82,010,False,3,739224,5,30,2,792021,J,792045,J,823547,3285,31533,1+1=0,793062,n,n,1765
83,010,False,3,739224,5,30,2,799083,K,799095,K,824428,4166,25367,3+3=7,800112,n,n,1339
84,010,False,3,739224,5,30,2,806125,Q,806145,Q,825099,4837,18983,5+5=9,807162,n,n,1217
85,010,False,3,739224,5,30,2,813180,F,813195,F,825499,5237,12333,3+1=2,814212,n,n,1559
86,010,False,3,739224,5,30,3,826107,V,826145,V,862907,1461,36785,5-3=3,827162,n,n,1249
87,010,False,3,739224,5,30,3,833182,L,833195,L,863435,1989,30267,2+5=7,834212,y,y,1111
88,010,False,3,739224,5,30,3,840236,Z,840262,Z,863852,2406,23617,4-3=1,841279,y,y,1740
89,010,False,3,739224,5,30,3,847290,B,847312,B,864316,2870,17033,9-8=2,848329,n,n,1554
90,010,False,3,739224,5,30,3,854346,T,854379,T,864620,3174,10267,7-5=1,855395,n,n,1801
91,010,False,3,739224,5,30,4,865255,W,865279,W,901740,1177,36485,2+6=7,866295,n,n,1348
92,010,False,3,739224,5,30,4,872316,F,872329,F,902460,1897,30166,9+6=15,873345,y,y,1899
93,010,False,3,739224,5,30,4,879365,K,879379,K,903116,2553,23767,3+6=9,880395,y,y,1761
94,010,False,3,739224,5,30,4,886406,P,886429,P,904059,3496,17667,3+5=8,887445,y,y,2103
95,010,False,3,739224,5,30,4,893462,R,893479,R,904364,3801,10917,6+2=8,894495,y,y,2828
96,010,False,4,920139,5,20,1,920441,M,920479,M,947196,1382,26750,9-7=3,921495,n,n,1349
97,010,False,4,920139,5,20,1,925518,B,925562,B,947548,1734,22017,2+9=12,926579,n,n,1944
98,010,False,4,920139,5,20,1,930603,C,930629,C,948059,2245,17467,6+2=7,931646,n,n,1533
99,010,False,4,920139,5,20,1,935664,D,935679,D,948444,2630,12800,3-2=1,936696,y,y,1780
100,010,False,4,920139,5,20,1,940718,L,940746,L,948811,2997,8100,7+3=9,941762,n,n,2201
101,010,False,4,920139,5,20,2,949390,J,949429,J,976380,1600,26984,2-1=1,950446,y,y,1181
102,010,False,4,920139,5,20,2,954469,Q,954512,Q,977163,2383,22684,5+6=10,955529,n,n,1394
103,010,False,4,920139,5,20,2,959556,P,959596,P,977613,2833,18050,6-1=5,960612,y,y,1880
104,010,False,4,920139,5,20,2,964637,K,964679,K,978523,3743,13867,6-2=4,965696,y,y,1483
105,010,False,4,920139,5,20,2,969715,T,969729,T,979595,4815,9900,1+2=1,970746,n,n,1857
106,010,False,4,920139,5,20,3,980738,D,980762,D,1007933,1853,27200,7+7=14,981779,y,y,1416
107,010,False,4,920139,5,20,3,985801,C,985846,C,1008555,2475,22734,6-6=0,986862,y,y,2173
108,010,False,4,920139,5,20,3,990875,V,990896,V,1009259,3179,18400,3+5=9,991912,n,n,2899
109,010,False,4,920139,5,20,3,995935,M,995979,M,1009803,3723,13850,2+4=6,996996,y,y,1335
110,010,False,4,920139,5,20,3,1001013,Z,1001029,Z,1010428,4348,9433,1+1=0,1002046,n,y,2205
111,010,False,4,920139,5,20,4,1022787,B,1022813,B,1049180,1034,26400,7+8=15,1023829,y,y,2054
112,010,False,4,920139,5,20,4,1027848,J,1027879,J,1049708,1562,21867,3+6=9,1028896,y,y,1692
113,010,False,4,920139,5,20,4,1032911,G,1032946,G,1050156,2010,17250,7+6=13,1033963,y,y,2385
114,010,False,4,920139,5,20,4,1037982,W,1038013,W,1050700,2554,12717,7+2=8,1039029,n,n,1863
115,010,False,4,920139,5,20,4,1043054,F,1043096,F,1051083,2937,8017,7+2=9,1044113,y,y,1739
116,010,False,5,1054968,5,30,1,1055257,D,1055296,D,1091931,1318,36667,8+1=9,1056313,y,y,1122
117,010,False,5,1054968,5,30,1,1062326,S,1062346,S,1092395,1782,30084,9-2=8,1063363,n,n,1192
118,010,False,5,1054968,5,30,1,1069375,P,1069413,P,1093292,2679,23917,8-2=6,1070429,y,y,1903
119,010,False,5,1054968,5,30,1,1076447,Q,1076479,Q,1094012,3399,17567,3-2=2,1077496,n,n,1651
120,010,False,5,1054968,5,30,1,1083513,Z,1083529,Z,1094443,3830,10950,8+8=15,1084546,n,n,2314
121,010,False,5,1054968,5,30,2,1099185,J,1099213,J,1135756,1259,36568,2-2=1,1100229,n,n,1671
122,010,False,5,1054968,5,30,2,1106247,N,1106279,N,1136171,1674,29917,5-2=3,1107296,y,y,1116
123,010,False,5,1054968,5,30,2,1113316,R,1113330,R,1136476,1979,23183,1+4=3,1114346,n,n,1841
124,010,False,5,1054968,5,30,2,1120358,W,1120380,W,1136843,2346,16500,6+9=16,1121396,n,n,1960
125,010,False,5,1054968,5,30,2,1127422,F,1127446,F,1137212,2715,9800,7+8=15,1128463,y,y,2140
126,010,False,5,1054968,5,30,3,1141104,P,1141130,P,1177147,683,36050,6-3=3,1142146,y,y,1674
127,010,False,5,1054968,5,30,3,1148159,M,1148196,M,1177740,1276,29568,9+6=16,1149213,n,n,1247
128,010,False,5,1054968,5,30,3,1155235,D,1155263,D,1178556,2092,23318,1+4=5,1156280,y,y,1221
129,010,False,5,1054968,5,30,3,1162296,Q,1162346,Q,1179228,2764,16917,7+6=14,1163363,n,n,1848
130,010,False,5,1054968,5,30,3,1169384,Z,1169413,Z,1179612,3148,10233,2+5=7,1170430,y,y,1182
131,010,False,5,1054968,5,30,4,1180623,T,1180646,T,1216939,959,36317,8+8=15,1181663,n,n,2285
132,010,False,5,1054968,5,30,4,1187682,H,1187713,H,1217756,1776,30068,5+3=8,1188730,y,y,1394
133,010,False,5,1054968,5,30,4,1194756,C,1194796,C,1218492,2512,23733,7+6=13,1195813,y,y,2599
134,010,False,5,1054968,5,30,4,1201835,N,1201880,N,1219116,3136,17267,5-4=0,1202896,n,n,1387
135,010,False,5,1054968,5,30,4,1208912,G,1208930,G,1219627,3647,10733,5+9=14,1209946,y,y,1602
136,010,False,6,1255164,5,20,1,1255459,Q,1255480,Q,1282108,1261,26651,6-5=1,1256497,y,y,1130
137,010,False,6,1255164,5,20,1,1260521,F,1260563,F,1282748,1901,22217,3+7=9,1261580,n,n,1280
138,010,False,6,1255164,5,20,1,1265605,W,1265647,W,1284156,3309,18534,9+2=11,1266663,y,y,1285
139,010,False,6,1255164,5,20,1,1270683,V,1270713,V,1285100,4253,14417,5+1=6,1271730,y,y,1882
140,010,False,6,1255164,5,20,1,1275750,K,1275764,K,1286172,5325,10433,7-4=2,1276780,n,n,1680
141,010,False,6,1255164,5,20,2,1287005,M,1287030,M,1313787,1456,26783,9+1=10,1288047,y,y,1421
142,010,False,6,1255164,5,20,2,1292063,R,1292097,R,1314219,1888,22150,7+2=9,1293113,y,y,1170
143,010,False,6,1255164,5,20,2,1297131,B,1297164,B,1314700,2369,17566,3+8=12,1298180,n,n,1671
144,010,False,6,1255164,5,20,2,1302197,P,1302230,P,1315243,2912,13033,8+6=15,1303247,n,n,2909
145,010,False,6,1255164,5,20,2,1307259,N,1307280,N,1316349,4018,9100,9-4=5,1308297,y,y,2082
146,010,False,6,1255164,5,20,3,1321607,S,1321630,S,1348428,1530,26833,2-2=0,1322647,y,y,1653
147,010,False,6,1255164,5,20,3,1326662,Z,1326680,Z,1348859,1961,22217,6+5=11,1327697,y,y,1659
148,010,False,6,1255164,5,20,3,1331708,T,1331730,T,1349260,2362,17567,1+7=6,1332747,n,n,2080
149,010,False,6,1255164,5,20,3,1336770,Q,1336797,Q,1349820,2922,13050,9+9=17,1337814,n,n,1525
150,010,False,6,1255164,5,20,3,1341826,W,1341847,W,1350124,3226,8300,7+2=9,1342864,y,y,1757
151,010,False,6,1255164,5,20,4,1350809,L,1350847,L,1377340,1192,26517,3+2=4,1351864,n,n,1507
152,010,False,6,1255164,5,20,4,1355878,F,1355914,F,1377868,1720,21983,6-5=1,1356930,y,y,1434
153,010,False,6,1255164,5,20,4,1360949,C,1360964,C,1378379,2231,17450,5+2=6,1361980,n,n,1487
154,010,False,6,1255164,5,20,4,1365997,P,1366030,P,1378972,2824,12967,8-5=3,1367047,y,y,2196
155,010,False,6,1255164,5,20,4,1371071,N,1371097,N,1379308,3160,8233,9-7=2,1372114,y,y,2138
156,010,False,7,1384286,5,30,1,1384575,J,1384614,J,1421228,1297,36650,8-5=3,1385630,y,y,1774
157,010,False,7,1384286,5,30,1,1391645,W,1391680,W,1421884,1953,30234,8+4=12,1392697,y,y,1619
158,010,False,7,1384286,5,30,1,1398715,V,1398731,V,1422412,2481,23717,6-5=1,1399747,y,y,1881
