,name,random,block_num,block_exp_time,block_load,block_settings,trial_num,trial_exp_time,pres_letter,letter_pres_exp_time,answ_letter,letter_answ_exp_time,letter_react_time,letter_memory_time,pres_eq,eq_pres_exp_time,eq_truthvalue,truth_given,truth_react_time
0,009,False,training,282074,4,21,1,282368,H,282399,H,309993,2277,27618,1+7=6,283416,n,n,1760
1,009,False,training,282074,4,21,1,288692,K,288749,K,311065,3349,22350,3+1=2,289766,n,n,1475
2,009,False,training,282074,4,21,1,295028,S,295066,S,311465,3749,16433,4+1=5,296082,y,y,1110
3,009,False,training,282074,4,21,1,301359,V,301416,V,311849,4133,10468,1+8=9,302432,y,y,1305
4,009,False,training,315035,4,21,1,315323,D,315349,D,342345,1662,27033,9-4=5,316366,y,y,2379
5,009,False,training,315035,4,21,1,321642,W,321699,W,343000,2317,21334,6-1=4,322716,n,n,1420
6,009,False,training,315035,4,21,1,327983,C,328049,C,343497,2814,15483,9+4=15,329066,n,n,1567
7,009,False,training,315035,4,21,1,334336,N,334366,N,343929,3246,9600,5-2=3,335383,y,y,1217
8,009,False,training,382786,4,21,1,383072,G,383099,G,411929,3579,28867,8+6=15,384116,n,n,3268
9,009,False,training,382786,4,21,1,389383,S,389399,S,412153,3803,22784,6+1=7,390416,y,y,1322
10,009,False,training,382786,4,21,1,395679,R,395699,R,412585,4235,16917,7-4=2,396716,n,n,1613
11,009,False,training,382786,4,21,1,401989,P,402016,P,413464,5114,11483,3+6=9,403033,y,y,1344
12,009,False,training,435487,4,21,1,435772,D,435800,D,462841,1774,27067,4-1=3,436816,y,y,1337
13,009,False,training,435487,4,21,1,442083,W,442100,W,463401,2334,21333,9-1=8,443116,y,y,1902
14,009,False,training,435487,4,21,1,448383,J,448416,J,465752,4685,17367,7+2=8,449433,n,n,1281
15,009,False,training,435487,4,21,1,454704,L,454733,L,467048,5981,12350,9-5=4,455750,y,y,1362
16,009,False,0,522459,5,30,1,522760,R,522800,R,559832,1615,37067,3+8=11,523816,y,y,1842
17,009,False,0,522459,5,30,1,529828,Z,529883,Z,560568,2351,30717,5-3=3,530900,n,n,1573
18,009,False,0,522459,5,30,1,536914,F,536966,F,561497,3280,24567,9-4=6,537983,n,n,2218
19,009,False,0,522459,5,30,1,544002,H,544033,H,562553,4336,18550,9+6=16,545050,n,n,1727
20,009,False,0,522459,5,30,1,551076,M,551133,M,563432,5215,12333,2-2=0,552150,y,y,1666
21,009,False,0,522459,5,30,2,565839,S,565867,S,602809,1642,36967,2+1=3,566883,y,y,1270
22,009,False,0,522459,5,30,2,572899,T,572917,T,603448,2281,30567,4+3=7,573933,y,y,1387
23,009,False,0,522459,5,30,2,579948,K,579967,K,604024,2857,24083,7+1=8,580983,y,y,1235
24,009,False,0,522459,5,30,2,587003,D,587034,D,604440,3273,17432,6+4=10,588050,y,y,1174
25,009,False,0,522459,5,30,2,594064,P,594100,P,604984,3817,10917,3-2=2,595117,n,n,1324
26,009,False,0,522459,5,30,3,606257,J,606284,J,643529,1878,37283,9-5=4,607300,y,y,2581
27,009,False,0,522459,5,30,3,613322,Q,613383,Q,644249,2598,30900,8-7=2,614400,n,n,2568
28,009,False,0,522459,5,30,3,620418,R,620433,R,644840,3189,24434,8+6=15,621450,n,n,1726
29,009,False,0,522459,5,30,3,627478,N,627517,N,645338,3687,17850,7-7=1,628533,n,n,1587
30,009,False,0,522459,5,30,3,634550,L,634584,L,645928,4277,11367,6-4=1,635600,n,n,2185
31,009,False,0,522459,5,30,4,664079,H,664117,H,701625,2190,37533,2+9=11,665134,y,y,1563
32,009,False,0,522459,5,30,4,671155,W,671168,W,702186,2751,31049,5+4=8,672184,n,n,1440
33,009,False,0,522459,5,30,4,678196,V,678218,V,702857,3422,24666,3+4=7,679234,y,y,1335
