,name,random,block_num,block_exp_time,block_load,block_settings,trial_num,trial_exp_time,pres_letter,letter_pres_exp_time,answ_letter,letter_answ_exp_time,letter_react_time,letter_memory_time,pres_eq,eq_pres_exp_time,eq_truthvalue,truth_given,truth_react_time
0,001,False,training,157634,4,21,1,157929,J,157959,J,185057,1864,27133,7+3=10,158976,y,y,1265
1,001,False,training,157634,4,21,1,164246,D,164276,D,185697,2504,21450,9-1=8,165292,y,n,1237
2,001,False,training,157634,4,21,1,170556,M,170576,M,186097,2904,15550,8-4=3,171592,n,n,3434
3,001,False,training,157634,4,21,1,176860,S,176876,S,186496,3303,9650,8-7=1,177892,y,y,1566
4,001,False,training,187750,4,21,1,188048,B,188076,B,214992,1699,26950,9+8=16,189092,n,n,1853
5,001,False,training,187750,4,21,1,194362,L,194392,L,215410,2117,21050,7-1=7,195409,n,n,1424
6,001,False,training,187750,4,21,1,200670,Z,200692,Z,215985,2692,15334,5+5=10,201709,y,y,1172
7,001,False,training,187750,4,21,1,206974,T,206993,T,216402,3109,9433,9-9=1,208009,n,n,1304
8,001,False,training,217029,4,21,1,217320,G,217376,G,243650,1057,26300,2-2=0,218392,y,y,1305
9,001,False,training,217029,4,21,1,223656,M,223676,M,244241,1648,20600,3+6=8,224693,n,n,1867
10,001,False,training,217029,4,21,1,229961,J,229976,J,244752,2159,14800,9-9=1,230993,n,n,1216
11,001,False,training,217029,4,21,1,236262,D,236276,D,245249,2656,9000,9+6=15,237293,y,y,2660
12,001,False,training,256046,4,21,1,256336,N,256376,N,283089,1496,26750,3+6=9,257393,y,y,1408
13,001,False,training,256046,4,21,1,262654,W,262693,W,284562,2969,21900,8-3=6,263709,n,n,2068
14,001,False,training,256046,4,21,1,268976,V,268993,V,285265,3672,16300,7+4=10,270009,n,n,1352
15,001,False,training,256046,4,21,1,275276,S,275293,S,285809,4216,10550,4+5=9,276309,y,y,1197
16,001,False,0,294964,5,30,1,295252,G,295293,G,332257,1680,37000,8+1=9,296310,y,y,1596
17,001,False,0,294964,5,30,1,302333,C,302359,C,332673,2096,30350,8-4=4,303376,y,y,1185
18,001,False,0,294964,5,30,1,309393,P,309409,P,332976,2399,23600,8-7=2,310426,n,n,2343
19,001,False,0,294964,5,30,1,316437,L,316460,L,333218,2641,16783,7-6=1,317476,y,y,1261
20,001,False,0,294964,5,30,1,323500,R,323526,R,333585,3008,10083,7-6=0,324543,n,y,1106
21,001,False,0,294964,5,30,2,338504,K,338543,K,375712,1885,37200,4+1=6,339560,n,n,1673
22,001,False,0,294964,5,30,2,345571,Q,345610,Q,376561,2734,30984,4+5=8,346626,n,n,1456
23,001,False,0,294964,5,30,2,352638,H,352660,H,377218,3391,24583,6+9=16,353676,n,n,1813
24,001,False,0,294964,5,30,2,359697,T,359710,T,377616,3789,17934,2-1=2,360726,n,n,1210
25,001,False,0,294964,5,30,2,366751,S,366776,S,377952,4125,11200,1+8=7,367793,n,n,2017
26,001,False,0,294964,5,30,3,378855,G,378893,G,415618,1457,36750,7-4=2,379910,n,n,2011
27,001,False,0,294964,5,30,3,385934,Z,385960,Z,416656,2495,30717,9+2=12,386976,n,n,1298
28,001,False,0,294964,5,30,3,392997,C,393010,C,417328,3167,24333,9+3=12,394026,y,y,999
29,001,False,0,294964,5,30,3,400045,B,400060,B,417760,3599,17733,6-5=1,401076,y,n,1389
30,001,False,0,294964,5,30,3,407089,F,407110,F,418208,4047,11117,9+4=13,408126,y,y,1379
31,001,False,0,294964,5,30,4,418950,K,418977,K,455841,1614,36900,8+8=15,419993,n,n,1032
32,001,False,0,294964,5,30,4,426012,D,426027,D,456464,2237,30467,5+5=9,427043,n,n,959
33,001,False,0,294964,5,30,4,433054,P,433077,P,456945,2718,23900,3-2=2,434093,n,n,1029
34,001,False,0,294964,5,30,4,440115,W,440127,W,457793,3566,17700,5+7=13,441143,n,y,3706
35,001,False,0,294964,5,30,4,447155,M,447177,M,458577,4350,11433,1+1=2,448193,y,y,896
36,001,False,1,464415,5,20,1,464687,B,464710,B,491266,1289,26583,8+2=10,465727,y,y,1266
37,001,False,1,464415,5,20,1,469746,Q,469760,Q,491938,1961,22201,3+1=4,470777,y,y,984
38,001,False,1,464415,5,20,1,474794,H,474810,H,492450,2473,17667,9-1=8,475827,y,n,911
39,001,False,1,464415,5,20,1,479850,L,479877,L,492994,3017,13150,9-4=6,480893,n,n,1508
40,001,False,1,464415,5,20,1,484904,T,484927,T,493426,3449,8533,8-6=3,485943,n,n,1674
41,001,False,1,464415,5,20,2,498070,P,498110,P,524337,976,26251,5+6=10,499127,n,n,1434
42,001,False,1,464415,5,20,2,503145,R,503160,R,524961,1600,21834,8+3=11,504177,y,y,1552
43,001,False,1,464415,5,20,2,508193,K,508210,K,525393,2032,17217,3+1=2,509227,n,n,1382
44,001,False,1,464415,5,20,2,513246,C,513260,C,525761,2400,12533,6-3=4,514277,n,n,1180
45,001,False,1,464415,5,20,2,518298,D,518310,D,526017,2656,7733,8+6=15,519327,n,n,1603
46,001,False,1,464415,5,20,3,530332,J,530344,J,556977,1350,26666,9+9=18,531360,y,y,1696
47,001,False,1,464415,5,20,3,535383,W,535410,W,557889,2262,22517,6-3=3,536427,y,NA,NA
48,001,False,1,464415,5,20,3,540448,B,540477,B,558416,2789,17967,2+4=6,541494,y,y,2187
49,001,False,1,464415,5,20,3,545510,M,545527,M,558882,3255,13384,1+5=4,546544,n,n,1618
