,name,random,block_num,block_exp_time,block_load,block_settings,trial_num,trial_exp_time,pres_letter,letter_pres_exp_time,answ_letter,letter_answ_exp_time,letter_react_time,letter_memory_time,pres_eq,eq_pres_exp_time,eq_truthvalue,truth_given,truth_react_time
0,023,False,training,116569,4,21,1,116866,D,116898,X,147719,5553,30867,8+6=15,117915,n,y,2141
1,023,False,training,116569,4,21,1,123178,N,123232,X,154663,12497,31467,5-5=1,124248,n,n,3760
2,023,False,training,116569,4,21,1,129524,M,129565,NA,NA,NA,NA,4+5=8,130582,n,n,2257
3,023,False,training,116569,4,21,1,135844,Z,135865,NA,NA,NA,NA,9-6=2,136882,n,y,2389
4,023,False,training,155217,4,21,1,155507,T,155549,T,182360,1494,26850,4-2=3,156565,n,NA,NA
5,023,False,training,155217,4,21,1,161838,B,161882,B,182872,2006,21017,9+5=16,162899,n,n,2516
6,023,False,training,155217,4,21,1,168170,Q,168232,Q,183319,2453,15117,4-3=2,169248,n,y,3351
7,023,False,training,155217,4,21,1,174518,V,174565,V,183911,3045,9383,9-5=4,175582,y,y,2057
8,023,False,training,212935,4,21,1,213221,H,213249,H,239671,1154,26450,2+1=0,214265,n,NA,NA
9,023,False,training,212935,4,21,1,219533,C,219565,C,240279,1762,20750,6+4=9,220582,n,y,1985
10,023,False,training,212935,4,21,1,225849,F,225882,N,240968,2451,15117,5+4=9,226899,y,y,2692
11,023,False,training,212935,4,21,1,232178,N,232215,X,242359,3842,10167,8-7=2,233232,n,n,3047
12,023,False,training,244334,4,21,1,244642,B,244682,X,272887,2921,28233,8+6=14,245699,y,y,2772
13,023,False,training,244334,4,21,1,250961,K,250982,B,276823,6857,32167,4+1=5,251999,y,y,1384
14,023,False,training,244334,4,21,1,257269,S,257315,K,277416,7450,26467,8-2=6,258332,y,y,2378
15,023,False,training,244334,4,21,1,263609,J,263649,NA,278327,8361,21050,8+2=9,264665,n,n,2189
16,023,False,training,278887,4,21,1,279154,N,279182,N,NA,NA,NA,9-4=5,280199,y,y,3345
17,023,False,training,278887,4,21,1,285472,Q,285499,Q,306503,2053,27350,1+2=1,286515,n,n,2036
18,023,False,training,278887,4,21,1,291784,R,291832,X,306967,2517,21500,8-6=2,292849,y,y,2150
19,023,False,training,278887,4,21,1,298117,C,298132,C,307559,3109,15750,5+3=8,299149,y,n,2395
20,023,False,training,324101,4,21,1,324373,W,324432,W,307944,3494,9850,7+3=9,325449,n,n,2590
21,023,False,training,324101,4,21,1,330712,L,330732,L,350632,916,26233,8+7=16,331749,n,y,3139
22,023,False,training,324101,4,21,1,337014,D,337049,D,351127,1411,20433,9-3=5,338065,n,n,3478
23,023,False,training,324101,4,21,1,343341,B,343399,B,352104,2388,15084,9+8=17,344415,y,y,2808
