,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,025,training,1,NA,NA,NA
1,025,training,1,6,['B1'],199777
2,025,training,1,6,['B1'],239236
3,025,training,1,6,['B1'],277789
4,025,0,1,6,['B1'],334859
5,025,0,2,NA,NA,NA
6,025,0,3,6,['B1'],401437
7,025,0,4,NA,NA,NA
8,025,1,1,NA,NA,NA
9,025,1,2,6,['B1'],517372
10,025,1,3,NA,NA,NA
11,025,1,4,5,['B4'],615849
12,025,2,1,6,['B3'],665804
13,025,2,2,6,['B1'],701140
14,025,2,3,NA,NA,NA
15,025,2,4,NA,NA,NA
16,025,3,1,5,['B4'],807158
17,025,3,2,NA,NA,NA
18,025,3,3,6,['B2'],890511
19,025,3,4,NA,NA,NA
20,025,4,1,6,['B1'],981355
21,025,4,2,NA,NA,NA
22,025,4,3,NA,NA,NA
23,025,4,4,4,['B5'],1077055
24,025,5,1,NA,NA,NA
25,025,5,2,NA,NA,NA
26,025,5,3,4,['B2'],1203389
27,025,5,4,5,['B1'],1248955
28,025,6,1,4,['B2'],1308026
29,025,6,2,NA,NA,NA
30,025,6,3,5,['B2'],1375574
31,025,6,4,NA,NA,NA
32,025,7,1,5,['B3'],1453226
33,025,7,2,NA,NA,NA
34,025,7,3,NA,NA,NA
35,025,7,4,4,['B4'],1581362
36,025,8,1,4,['B2'],1634873
37,025,8,2,NA,NA,NA
38,025,8,3,NA,NA,NA
39,025,8,4,5,['B1'],1730391
40,025,9,1,5,['B2'],1778407
41,025,9,2,NA,NA,NA
42,025,9,3,5,['B2'],1871123
43,025,9,4,NA,NA,NA
44,025,10,1,4,['B2'],1959374
45,025,10,2,6,['B1'],1994074
46,025,10,3,NA,NA,NA
47,025,10,4,NA,NA,NA
48,025,11,1,NA,NA,NA
49,025,11,2,5,['B5'],2139174
50,025,11,3,6,['B1'],2183891
51,025,11,4,NA,NA,NA
