,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,007,training,1,NA,NA,NA
1,007,training,1,5,['B5'],294619
2,007,training,1,6,['B1'],331434
3,007,training,1,5,['B3'],369568
4,007,0,1,NA,NA,NA
5,007,0,2,NA,NA,NA
6,007,0,3,5,"['B4', 'B3']",526551
7,007,0,4,5,['B4'],566818
8,007,1,1,NA,NA,NA
9,007,1,2,NA,NA,NA
10,007,1,3,5,"['B4', 'B3']",691085
11,007,1,4,5,['B3'],739457
12,007,2,1,NA,NA,NA
13,007,2,2,NA,NA,NA
14,007,2,3,5,"['B4', 'B2']",902502
15,007,2,4,5,['B3'],939969
16,007,3,1,5,['B4'],990102
17,007,3,2,NA,NA,NA
18,007,3,3,NA,NA,NA
19,007,3,4,5,"['B3', 'B4']",1119169
20,007,4,1,3,['B2'],1269037
21,007,4,2,5,['B3'],1314771
22,007,4,3,NA,NA,NA
23,007,4,4,NA,NA,NA
24,007,5,1,NA,NA,NA
25,007,5,2,6,['B1'],1467337
26,007,5,3,6,['B1'],1513054
27,007,5,4,NA,NA,NA
28,007,6,1,NA,NA,NA
29,007,6,2,NA,NA,NA
30,007,6,3,5,['B3'],1683638
31,007,6,4,5,['B3'],1723571
32,007,7,1,NA,NA,NA
33,007,7,2,6,['B1'],1810321
34,007,7,3,5,['B3'],1852905
35,007,7,4,NA,NA,NA
36,007,8,1,5,['B4'],1970309
37,007,8,2,5,['B3'],2003978
38,007,8,3,NA,NA,NA
39,007,8,4,NA,NA,NA
40,007,9,1,NA,NA,NA
41,007,9,2,5,"['B4', 'B3']",2148989
42,007,9,3,5,['B2'],2197322
43,007,9,4,NA,NA,NA
44,007,10,1,NA,NA,NA
45,007,10,2,5,"['B2', 'B3']",2343256
46,007,10,3,5,['B3'],2388306
47,007,10,4,NA,NA,NA
48,007,11,1,5,['B2'],2464540
49,007,11,2,NA,NA,NA
50,007,11,3,NA,NA,NA
51,007,11,4,5,['B3'],2587279
