,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,030,training,1,5,['B3'],321086
1,030,training,1,NA,NA,NA
2,030,training,1,NA,NA,NA
3,030,training,1,NA,NA,NA
4,030,training,1,NA,NA,NA
5,030,training,1,6,['B1'],494568
6,030,training,1,6,['B1'],535252
7,030,0,1,NA,NA,NA
8,030,0,2,5,['B3'],643171
9,030,0,3,5,['B3'],682603
10,030,0,4,NA,NA,NA
11,030,1,1,6,['B1'],759619
12,030,1,2,6,['B1'],804334
13,030,1,3,NA,NA,NA
14,030,1,4,NA,NA,NA
15,030,2,1,5,['B3'],954584
16,030,2,2,NA,NA,NA
17,030,2,3,NA,NA,NA
18,030,2,4,5,['B3'],1058018
19,030,3,1,6,['B3'],1104973
20,030,3,2,NA,NA,NA
21,030,3,3,NA,NA,NA
22,030,3,4,6,['B3'],1237156
23,030,4,1,NA,NA,NA
24,030,4,2,NA,NA,NA
25,030,4,3,4,['B2'],1374007
26,030,4,4,5,['B5'],1423741
27,030,5,1,NA,NA,NA
28,030,5,2,6,['B1'],1510200
29,030,5,3,5,['B3'],1563166
30,030,5,4,NA,NA,NA
31,030,6,1,5,['B5'],1678400
32,030,6,2,6,['B1'],1718685
33,030,6,3,NA,NA,NA
34,030,6,4,NA,NA,NA
35,030,7,1,3,['B4'],1838150
36,030,7,2,NA,NA,NA
37,030,7,3,NA,NA,NA
38,030,7,4,5,['B3'],1974656
39,030,8,1,6,['B1'],2034301
40,030,8,2,NA,NA,NA
41,030,8,3,5,['B4'],2107002
42,030,8,4,NA,NA,NA
43,030,9,1,3,['B3'],2190901
44,030,9,2,NA,NA,NA
45,030,9,3,4,['B1'],2279658
46,030,9,4,NA,NA,NA
47,030,10,1,NA,NA,NA
48,030,10,2,NA,NA,NA
49,030,10,3,6,['B1'],2432336
50,030,10,4,5,['B5'],2470702
51,030,11,1,NA,NA,NA
52,030,11,2,NA,NA,NA
53,030,11,3,6,['B1'],2596536
54,030,11,4,5,['B3'],2647803
