,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,032,training,1,NA,NA,NA
1,032,training,1,NA,NA,NA
2,032,training,1,6,['B1'],269344
3,032,training,1,6,['B1'],320776
4,032,0,1,6,['B1'],371043
5,032,0,2,NA,NA,NA
6,032,0,3,6,['B3'],458176
7,032,0,4,NA,NA,NA
8,032,1,1,5,['B3'],544626
9,032,1,2,6,['B1'],582110
10,032,1,3,NA,NA,NA
11,032,1,4,NA,NA,NA
12,032,2,1,NA,NA,NA
13,032,2,2,6,['B1'],747445
14,032,2,3,NA,NA,NA
15,032,2,4,6,['B1'],836294
16,032,3,1,6,['B1'],881994
17,032,3,2,6,['B1'],918794
18,032,3,3,NA,NA,NA
19,032,3,4,NA,NA,NA
20,032,4,1,5,['B1'],1045795
21,032,4,2,6,['B1'],1095712
22,032,4,3,NA,NA,NA
23,032,4,4,NA,NA,NA
24,032,5,1,6,['B1'],1211862
25,032,5,2,NA,NA,NA
26,032,5,3,NA,NA,NA
27,032,5,4,6,['B1'],1306551
28,032,6,1,NA,NA,NA
29,032,6,2,6,['B1'],1403829
30,032,6,3,NA,NA,NA
31,032,6,4,6,['B1'],1489113
32,032,7,1,6,['B1'],1527796
33,032,7,2,NA,NA,NA
34,032,7,3,NA,NA,NA
35,032,7,4,6,['B1'],1627396
36,032,8,1,6,['B1'],1685313
37,032,8,2,NA,NA,NA
38,032,8,3,6,['B1'],1769764
39,032,8,4,NA,NA,NA
40,032,9,1,6,['B1'],1843430
41,032,9,2,NA,NA,NA
42,032,9,3,NA,NA,NA
43,032,9,4,6,['B1'],1940147
44,032,10,1,NA,NA,NA
45,032,10,2,6,['B1'],2036286
46,032,10,3,NA,NA,NA
47,032,10,4,6,['B1'],2124665
48,032,11,1,6,['B1'],2159331
49,032,11,2,NA,NA,NA
50,032,11,3,6,['B1'],2225432
51,032,11,4,NA,NA,NA
