,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,003,training,1,5,['B1'],266647
1,003,training,1,NA,NA,NA
2,003,training,1,NA,NA,NA
3,003,training,1,5,['B1'],371039
4,003,0,1,NA,NA,NA
5,003,0,2,5,['B3'],495759
6,003,0,3,NA,NA,NA
7,003,0,4,5,"['B3', 'B1']",583223
8,003,1,1,4,['B3'],633954
9,003,1,2,NA,NA,NA
10,003,1,3,NA,NA,NA
11,003,1,4,4,['B2'],743904
12,003,2,1,5,['B3'],821043
13,003,2,2,5,['B3'],867392
14,003,2,3,NA,NA,NA
15,003,2,4,NA,NA,NA
16,003,3,1,NA,NA,NA
17,003,3,2,NA,NA,NA
18,003,3,3,4,['B2'],1065022
19,003,3,4,5,['B2'],1105840
20,003,4,1,NA,NA,NA
21,003,4,2,4,['B2'],1214688
22,003,4,3,NA,NA,NA
23,003,4,4,5,['B3'],1304255
24,003,5,1,NA,NA,NA
25,003,5,2,5,['B2'],1370038
26,003,5,3,3,['B2'],1405788
27,003,5,4,NA,NA,NA
28,003,6,1,5,['B3'],1520841
29,003,6,2,4,['B3'],1567323
30,003,6,3,NA,NA,NA
31,003,6,4,NA,NA,NA
32,003,7,1,3,['B2'],1691097
33,003,7,2,NA,NA,NA
34,003,7,3,NA,NA,NA
35,003,7,4,2,['B2'],1800807
36,003,8,1,4,['B3'],1873541
37,003,8,2,NA,NA,NA
38,003,8,3,NA,NA,NA
39,003,8,4,3,['B5'],2007871
40,003,9,1,4,['B2'],2047027
41,003,9,2,NA,NA,NA
42,003,9,3,NA,NA,NA
43,003,9,4,2,['B2'],2142026
44,003,10,1,2,['B5'],2226472
45,003,10,2,4,['B2'],2271339
46,003,10,3,NA,NA,NA
47,003,10,4,NA,NA,NA
48,003,11,1,5,['B2'],2387612
49,003,11,2,4,['B2'],2421575
50,003,11,3,NA,NA,NA
51,003,11,4,NA,NA,NA
