,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,037,training,1,NA,NA,NA
1,037,training,1,NA,NA,NA
2,037,training,1,NA,NA,NA
3,037,training,1,5,"['B3', 'B1']",306112
4,037,training,1,6,['B1'],364811
5,037,training,1,NA,NA,NA
6,037,training,1,NA,NA,NA
7,037,training,1,6,"['B1', 'B3']",496478
8,037,training,1,6,"['B1', 'B3']",549478
9,037,training,1,NA,NA,NA
10,037,training,1,5,['B1'],627717
11,037,0,1,6,"['B1', 'B3']",692545
12,037,0,2,6,['B1'],748462
13,037,0,3,NA,NA,NA
14,037,0,4,NA,NA,NA
15,037,1,1,5,"['B1', 'B3']",887152
16,037,1,2,NA,NA,NA
17,037,1,3,NA,NA,NA
18,037,1,4,5,"['B1', 'B3']",1020135
19,037,2,1,NA,NA,NA
20,037,2,2,6,['B1'],1133696
21,037,2,3,6,"['B3', 'B1']",1184985
22,037,2,4,NA,NA,NA
23,037,3,1,6,"['B1', 'B3']",1271829
24,037,3,2,NA,NA,NA
25,037,3,3,6,['B1'],1345613
26,037,3,4,NA,NA,NA
27,037,4,1,NA,NA,NA
28,037,4,2,6,['B1'],1480663
29,037,4,3,NA,NA,NA
30,037,4,4,6,['B1'],1572413
31,037,5,1,NA,NA,NA
32,037,5,2,6,['B1'],1646830
33,037,5,3,6,['B1'],1692448
34,037,5,4,NA,NA,NA
35,037,6,1,5,"['B1', 'B4']",1789597
36,037,6,2,6,"['B3', 'B1']",1850281
37,037,6,3,NA,NA,NA
38,037,6,4,NA,NA,NA
39,037,7,1,NA,NA,NA
40,037,7,2,6,['B1'],2015614
41,037,7,3,5,"['B1', 'B5']",2058981
42,037,7,4,NA,NA,NA
43,037,8,1,6,['B1'],2159798
44,037,8,2,NA,NA,NA
45,037,8,3,NA,NA,NA
46,037,8,4,5,"['B1', 'B3']",2294465
47,037,9,1,6,['B1'],2333138
48,037,9,2,NA,NA,NA
49,037,9,3,NA,NA,NA
50,037,9,4,5,"['B1', 'B2']",2435515
51,037,10,1,6,['B1'],2512982
52,037,10,2,6,['B1'],2557799
53,037,10,3,NA,NA,NA
54,037,10,4,NA,NA,NA
55,037,11,1,NA,NA,NA
56,037,11,2,6,['B1'],2706599
57,037,11,3,6,['B1'],2742568
58,037,11,4,NA,NA,NA
