,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,036,training,1,NA,NA,NA
1,036,training,1,6,['B1'],197369
2,036,training,1,NA,NA,NA
3,036,training,1,NA,NA,NA
4,036,0,1,NA,NA,NA
5,036,0,2,NA,NA,NA
6,036,0,3,6,['B1'],368392
7,036,0,4,4,"['B4', 'B1']",408810
8,036,1,1,6,['B1'],461276
9,036,1,2,6,['B1'],505976
10,036,1,3,NA,NA,NA
11,036,1,4,NA,NA,NA
12,036,2,1,NA,NA,NA
13,036,2,2,NA,NA,NA
14,036,2,3,3,"['B2', 'B3']",715827
15,036,2,4,3,"['B2', 'B3']",755543
16,036,3,1,6,['B1'],801194
17,036,3,2,6,['B1'],845132
18,036,3,3,NA,NA,NA
19,036,3,4,NA,NA,NA
20,036,4,1,6,['B1'],1118295
21,036,4,2,NA,NA,NA
22,036,4,3,NA,NA,NA
23,036,4,4,6,['B1'],1215562
24,036,5,1,6,['B1'],1263846
25,036,5,2,6,['B1'],1308363
26,036,5,3,NA,NA,NA
27,036,5,4,NA,NA,NA
28,036,6,1,4,"['B1', 'B4']",1467463
29,036,6,2,NA,NA,NA
30,036,6,3,5,"['B1', 'B2']",1534097
31,036,6,4,NA,NA,NA
32,036,7,1,NA,NA,NA
33,036,7,2,4,"['B1', 'B2']",1651314
34,036,7,3,NA,NA,NA
35,036,7,4,6,['B1'],1735298
36,036,8,1,NA,NA,NA
37,036,8,2,5,"['B2', 'B1']",1823098
38,036,8,3,6,['B1'],1874355
39,036,8,4,NA,NA,NA
40,036,9,1,NA,NA,NA
41,036,9,2,6,['B1'],2012316
42,036,9,3,NA,NA,NA
43,036,9,4,6,"['B1', 'B2']",2097682
44,036,10,1,6,['B1'],2147099
45,036,10,2,6,['B1'],2179933
46,036,10,3,NA,NA,NA
47,036,10,4,NA,NA,NA
48,036,11,1,NA,NA,NA
49,036,11,2,6,['B1'],2324217
50,036,11,3,6,['B1'],2368123
51,036,11,4,NA,NA,NA
