,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,016,training,1,NA,NA,NA
1,016,training,1,NA,NA,NA
2,016,training,1,NA,NA,NA
3,016,training,1,6,['B1'],271021
4,016,0,1,6,['B1'],341969
5,016,0,2,NA,NA,NA
6,016,0,3,6,"['B3', 'B1']",426142
7,016,0,4,NA,NA,NA
8,016,1,1,NA,NA,NA
9,016,1,2,6,['B1'],537252
10,016,1,3,NA,NA,NA
11,016,1,4,5,['B3'],625493
12,016,2,1,NA,NA,NA
13,016,2,2,4,['B5'],732720
14,016,2,3,NA,NA,NA
15,016,2,4,4,"['B3', 'B4']",833037
16,016,3,1,6,['B1'],876344
17,016,3,2,NA,NA,NA
18,016,3,3,3,['B3'],945120
19,016,3,4,NA,NA,NA
20,016,4,1,NA,NA,NA
21,016,4,2,5,"['B3', 'B1']",1095254
22,016,4,3,6,['B1'],1141444
23,016,4,4,NA,NA,NA
24,016,5,1,5,"['B3', 'B1']",1233878
25,016,5,2,5,"['B4', 'B1']",1270255
26,016,5,3,NA,NA,NA
27,016,5,4,NA,NA,NA
28,016,6,1,4,['B4'],1400312
29,016,6,2,NA,NA,NA
30,016,6,3,NA,NA,NA
31,016,6,4,3,"['B4', 'B3']",1528189
32,016,7,1,4,['B5'],1578679
33,016,7,2,NA,NA,NA
34,016,7,3,NA,NA,NA
35,016,7,4,5,['B3'],1686373
36,016,8,1,6,['B1'],1750823
37,016,8,2,5,"['B3', 'B1']",1797480
38,016,8,3,NA,NA,NA
39,016,8,4,NA,NA,NA
40,016,9,1,NA,NA,NA
41,016,9,2,4,"['B2', 'B3']",1942623
42,016,9,3,4,['B4'],1983724
43,016,9,4,NA,NA,NA
44,016,10,1,3,"['B4', 'B3']",2092824
45,016,10,2,6,['B1'],2139974
46,016,10,3,NA,NA,NA
47,016,10,4,NA,NA,NA
48,016,11,1,3,"['B4', 'B5']",2260041
49,016,11,2,NA,NA,NA
50,016,11,3,NA,NA,NA
51,016,11,4,3,"['B4', 'B3']",2358617
