,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,009,training,1,NA,NA,NA
1,009,training,1,4,"['B3', 'B4']",367437
2,009,training,1,4,"['B3', 'B4']",417973
3,009,training,1,NA,NA,NA
4,009,0,1,NA,NA,NA
5,009,0,2,NA,NA,NA
6,009,0,3,4,['B3'],NA
7,009,0,4,5,['B1'],719170
8,009,1,1,6,['B1'],763222
9,009,1,2,NA,NA,NA
10,009,1,3,NA,NA,NA
11,009,1,4,5,['B3'],870471
12,009,2,1,4,['B4'],952171
13,009,2,2,NA,NA,NA
14,009,2,3,NA,NA,NA
15,009,2,4,4,['B1'],1105705
16,009,3,1,NA,NA,NA
17,009,3,2,6,['B1'],1177822
18,009,3,3,6,['B1'],1219055
19,009,3,4,NA,NA,NA
20,009,4,1,NA,NA,NA
21,009,4,2,2,['B2'],1357106
22,009,4,3,NA,NA,NA
23,009,4,4,6,"['B3', 'B2']",1451556
24,009,5,1,NA,NA,NA
25,009,5,2,6,['B1'],1531840
26,009,5,3,6,['B3'],1572857
27,009,5,4,NA,NA,NA
28,009,6,1,NA,NA,NA
29,009,6,2,2,['B2'],1729781
30,009,6,3,NA,NA,NA
31,009,6,4,4,['B5'],1821174
32,009,7,1,5,['B1'],1858344
33,009,7,2,6,['B1'],1897241
34,009,7,3,NA,NA,NA
35,009,7,4,NA,NA,NA
36,009,8,1,NA,NA,NA
37,009,8,2,NA,NA,NA
38,009,8,3,5,['B4'],2098675
39,009,8,4,5,['B3'],2154359
40,009,9,1,4,['B2'],2207181
41,009,9,2,4,['B2'],2245125
42,009,9,3,NA,NA,NA
43,009,9,4,NA,NA,NA
44,009,10,1,6,['B1'],2433943
45,009,10,2,NA,NA,NA
46,009,10,3,NA,NA,NA
47,009,10,4,6,['B1'],2571744
48,009,11,1,6,"['B1', 'B4']",2611033
49,009,11,2,NA,NA,NA
50,009,11,3,4,"['B2', 'B4']",2696710
51,009,11,4,NA,NA,NA
