,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,039,training,1,6,['B1'],226403
1,039,training,1,NA,NA,NA
2,039,training,1,5,['B3'],297951
3,039,training,1,NA,NA,NA
4,039,0,1,NA,NA,NA
5,039,0,2,4,['B3'],428468
6,039,0,3,5,['B4'],480851
7,039,0,4,NA,NA,NA
8,039,1,1,4,['B3'],563006
9,039,1,2,NA,NA,NA
10,039,1,3,6,['B1'],635707
11,039,1,4,NA,NA,NA
12,039,2,1,NA,NA,NA
13,039,2,2,NA,NA,NA
14,039,2,3,5,['B3'],805586
15,039,2,4,6,['B1'],854219
16,039,3,1,NA,NA,NA
17,039,3,2,NA,NA,NA
18,039,3,3,5,['B2'],952844
19,039,3,4,6,['B1'],991036
20,039,4,1,5,['B3'],1048069
21,039,4,2,NA,NA,NA
22,039,4,3,5,['B2'],1137876
23,039,4,4,NA,NA,NA
24,039,5,1,NA,NA,NA
25,039,5,2,NA,NA,NA
26,039,5,3,5,"['B3', 'B2']",1276820
27,039,5,4,6,['B1'],1314120
28,039,6,1,NA,NA,NA
29,039,6,2,5,['B3'],1410376
30,039,6,3,5,['B4'],1459104
31,039,6,4,NA,NA,NA
32,039,7,1,4,"['B5', 'B3']",1536004
33,039,7,2,NA,NA,NA
34,039,7,3,5,['B3'],1610221
35,039,7,4,NA,NA,NA
36,039,8,1,NA,NA,NA
37,039,8,2,NA,NA,NA
38,039,8,3,5,['B2'],1786977
39,039,8,4,5,"['B1', 'B4']",1834388
40,039,9,1,NA,NA,NA
41,039,9,2,5,['B2'],1903138
42,039,9,3,6,['B1'],1940638
43,039,9,4,NA,NA,NA
44,039,10,1,NA,NA,NA
45,039,10,2,NA,NA,NA
46,039,10,3,5,"['B1', 'B2']",2116572
47,039,10,4,5,"['B1', 'B4']",2170538
48,039,11,1,NA,NA,NA
49,039,11,2,6,['B1'],2235206
50,039,11,3,NA,NA,NA
51,039,11,4,6,['B1'],2300089
