,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,015,training,1,NA,NA,NA
1,015,training,1,6,['B1'],224580
2,015,training,1,NA,NA,NA
3,015,training,1,NA,NA,NA
4,015,training,1,NA,NA,NA
5,015,0,1,NA,NA,NA
6,015,0,2,6,['B1'],380945
7,015,0,3,NA,NA,NA
8,015,0,4,5,['B1'],448479
9,015,1,1,NA,NA,NA
10,015,1,2,NA,NA,NA
11,015,1,3,6,['B1'],573162
12,015,1,4,5,['B2'],616596
13,015,2,1,NA,NA,NA
14,015,2,2,NA,NA,NA
15,015,2,3,4,['B2'],744181
16,015,2,4,6,['B1'],779446
17,015,3,1,5,['B2'],823198
18,015,3,2,NA,NA,NA
19,015,3,3,6,['B1'],905397
20,015,3,4,NA,NA,NA
21,015,4,1,NA,NA,NA
22,015,4,2,NA,NA,NA
23,015,4,3,6,['B1'],1076354
24,015,4,4,5,['B2'],1108831
25,015,5,1,6,['B1'],1151764
26,015,5,2,6,['B1'],1194781
27,015,5,3,NA,NA,NA
28,015,5,4,NA,NA,NA
29,015,6,1,6,['B1'],1327715
30,015,6,2,NA,NA,NA
31,015,6,3,6,['B1'],1399149
32,015,6,4,NA,NA,NA
33,015,7,1,5,['B2'],1474249
34,015,7,2,NA,NA,NA
35,015,7,3,6,['B1'],1556956
36,015,7,4,NA,NA,NA
37,015,8,1,NA,NA,NA
38,015,8,2,NA,NA,NA
39,015,8,3,6,['B1'],1711500
40,015,8,4,6,['B1'],1744806
41,015,9,1,NA,NA,NA
42,015,9,2,6,['B1'],1827400
43,015,9,3,NA,NA,NA
44,015,9,4,4,['B4'],1909067
45,015,10,1,6,['B1'],1968817
46,015,10,2,5,['B3'],2002534
47,015,10,3,NA,NA,NA
48,015,10,4,NA,NA,NA
49,015,11,1,4,['B3'],2107468
50,015,11,2,6,['B1'],2151068
51,015,11,3,NA,NA,NA
52,015,11,4,NA,NA,NA
