,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,034,training,1,NA,NA,NA
1,034,training,1,NA,NA,NA
2,034,training,1,5,['B3'],298172
3,034,training,1,6,['B1'],344189
4,034,training,1,NA,NA,NA
5,034,0,1,6,['B1'],449787
6,034,0,2,NA,NA,NA
7,034,0,3,6,['B1'],549942
8,034,0,4,NA,NA,NA
9,034,1,1,4,['B3'],631671
10,034,1,2,NA,NA,NA
11,034,1,3,6,['B1'],705275
12,034,1,4,NA,NA,NA
13,034,2,1,4,['B5'],808455
14,034,2,2,NA,NA,NA
15,034,2,3,6,['B1'],901155
16,034,2,4,NA,NA,NA
17,034,3,1,6,['B1'],980106
18,034,3,2,NA,NA,NA
19,034,3,3,6,['B1'],1054295
20,034,3,4,NA,NA,NA
21,034,4,1,6,['B1'],1154840
22,034,4,2,NA,NA,NA
23,034,4,3,NA,NA,NA
24,034,4,4,6,['B1'],1283690
25,034,5,1,NA,NA,NA
26,034,5,2,6,['B3'],1350707
27,034,5,3,NA,NA,NA
28,034,5,4,6,['B5'],1419441
29,034,6,1,NA,NA,NA
30,034,6,2,NA,NA,NA
31,034,6,3,1,['B5'],1569208
32,034,6,4,6,['B5'],1621342
33,034,7,1,6,['B1'],1656992
34,034,7,2,6,['B5'],1696094
35,034,7,3,NA,NA,NA
36,034,7,4,NA,NA,NA
37,034,8,1,6,['B5'],1823309
38,034,8,2,NA,NA,NA
39,034,8,3,NA,NA,NA
40,034,8,4,1,['B5'],1954632
41,034,9,1,NA,NA,NA
42,034,9,2,6,['B5'],2020993
43,034,9,3,4,['B5'],2061744
44,034,9,4,NA,NA,NA
45,034,10,1,NA,NA,NA
46,034,10,2,1,['B4'],2194427
47,034,10,3,6,['B5'],2249478
48,034,10,4,NA,NA,NA
49,034,11,1,NA,NA,NA
50,034,11,2,1,['B4'],2357245
51,034,11,3,NA,NA,NA
52,034,11,4,6,['B5'],2428478
