,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,018,training,1,NA,NA,NA
1,018,training,1,NA,NA,NA
2,018,training,1,NA,NA,NA
3,018,training,1,4,['B3'],381316
4,018,0,1,6,['B1'],459931
5,018,0,2,6,['B1'],508354
6,018,0,3,NA,NA,NA
7,018,0,4,NA,NA,NA
8,018,1,1,NA,NA,NA
9,018,1,2,6,['B1'],659165
10,018,1,3,NA,NA,NA
11,018,1,4,6,['B1'],727416
12,018,2,1,6,['B1'],784898
13,018,2,2,6,['B1'],828382
14,018,2,3,NA,NA,NA
15,018,2,4,NA,NA,NA
16,018,3,1,6,['B1'],943899
17,018,3,2,6,['B1'],977806
18,018,3,3,NA,NA,NA
19,018,3,4,NA,NA,NA
20,018,4,1,NA,NA,NA
21,018,4,2,5,['B5'],1139589
22,018,4,3,6,['B1'],1193383
23,018,4,4,NA,NA,NA
24,018,5,1,NA,NA,NA
25,018,5,2,4,['B3'],1306233
26,018,5,3,6,['B1'],1341774
27,018,5,4,NA,NA,NA
28,018,6,1,NA,NA,NA
29,018,6,2,6,[],1466200
30,018,6,3,NA,NA,NA
31,018,6,4,5,['B3'],1549523
32,018,7,1,6,['B1'],1582651
33,018,7,2,NA,NA,NA
34,018,7,3,NA,NA,NA
35,018,7,4,5,['B3'],1678801
36,018,8,1,NA,NA,NA
37,018,8,2,5,['B3'],1776601
38,018,8,3,4,['B3'],1822402
39,018,8,4,NA,NA,NA
40,018,9,1,6,['B1'],1895419
41,018,9,2,NA,NA,NA
42,018,9,3,NA,NA,NA
43,018,9,4,6,['B1'],1988502
44,018,10,1,6,['B1'],2044719
45,018,10,2,NA,NA,NA
46,018,10,3,6,['B1'],2128319
47,018,10,4,NA,NA,NA
48,018,11,1,NA,NA,NA
49,018,11,2,NA,NA,NA
50,018,11,3,6,['B1'],2262703
51,018,11,4,6,['B1'],2296109
