,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,013,training,1,NA,NA,NA
1,013,training,1,6,['B1'],307798
2,013,training,1,NA,NA,NA
3,013,training,1,NA,NA,NA
4,013,training,1,NA,NA,NA
5,013,training,1,NA,NA,NA
6,013,0,1,NA,NA,NA
7,013,0,2,5,['B1'],569063
8,013,0,3,NA,NA,NA
9,013,0,4,6,['B1'],638397
10,013,1,1,NA,NA,NA
11,013,1,2,6,['B1'],731680
12,013,1,3,6,['B1'],778404
13,013,1,4,NA,NA,NA
14,013,2,1,NA,NA,NA
15,013,2,2,NA,NA,NA
16,013,2,3,6,['B1'],940815
17,013,2,4,6,['B1'],976748
18,013,3,1,6,['B1'],1035998
19,013,3,2,NA,NA,NA
20,013,3,3,NA,NA,NA
21,013,3,4,6,['B1'],1165716
22,013,4,1,6,['B1'],1221199
23,013,4,2,NA,NA,NA
24,013,4,3,NA,NA,NA
25,013,4,4,6,['B1'],1325016
26,013,5,1,NA,NA,NA
27,013,5,2,6,['B3'],1407866
28,013,5,3,6,['B1'],1454333
29,013,5,4,NA,NA,NA
30,013,6,1,NA,NA,NA
31,013,6,2,NA,NA,NA
32,013,6,3,6,['B1'],1602200
33,013,6,4,6,['B1'],1636083
34,013,7,1,NA,NA,NA
35,013,7,2,NA,NA,NA
36,013,7,3,6,['B1'],1766251
37,013,7,4,6,['B1'],1811484
38,013,8,1,6,['B3'],1866622
39,013,8,2,NA,NA,NA
40,013,8,3,6,['B1'],1938251
41,013,8,4,NA,NA,NA
42,013,9,1,6,['B1'],2012835
43,013,9,2,NA,NA,NA
44,013,9,3,NA,NA,NA
45,013,9,4,6,['B1'],2138052
46,013,10,1,5,['B2'],2192569
47,013,10,2,NA,NA,NA
48,013,10,3,NA,NA,NA
49,013,10,4,6,['B1'],2295986
50,013,11,1,6,['B1'],2340919
51,013,11,2,NA,NA,NA
52,013,11,3,NA,NA,NA
53,013,11,4,6,['B1'],2464853
