,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,043,training,1,NA,NA,NA
1,043,training,1,NA,NA,NA
2,043,training,1,NA,NA,NA
3,043,training,1,NA,NA,NA
4,043,0,1,NA,NA,NA
5,043,0,2,5,"['B1', 'B3']",452986
6,043,0,3,NA,NA,NA
7,043,0,4,4,"['B1', 'B3']",533881
8,043,1,1,NA,NA,NA
9,043,1,2,5,"['B1', 'B3']",627164
10,043,1,3,4,['B1'],677698
11,043,1,4,NA,NA,NA
12,043,2,1,6,['B1'],771965
13,043,2,2,2,['B5'],809098
14,043,2,3,NA,NA,NA
15,043,2,4,NA,NA,NA
16,043,3,1,4,"['B1', 'B3']",918998
17,043,3,2,NA,NA,NA
18,043,3,3,1,['B5'],1013848
19,043,3,4,NA,NA,NA
20,043,4,1,6,['B1'],1102198
21,043,4,2,NA,NA,NA
22,043,4,3,4,"['B1', 'B3']",1173783
23,043,4,4,NA,NA,NA
24,043,5,1,NA,NA,NA
25,043,5,2,6,['B1'],1291499
26,043,5,3,6,['B1'],1336238
27,043,5,4,NA,NA,NA
28,043,6,1,6,['B1'],1421399
29,043,6,2,6,"['B1', 'B3']",1457915
30,043,6,3,NA,NA,NA
31,043,6,4,NA,NA,NA
32,043,7,1,NA,NA,NA
33,043,7,2,5,"['B1', 'B3']",1610566
34,043,7,3,NA,NA,NA
35,043,7,4,5,['B1'],1700149
36,043,8,1,NA,NA,NA
37,043,8,2,5,"['B1', 'B3']",1779133
38,043,8,3,NA,NA,NA
39,043,8,4,6,['B1'],1846035
40,043,9,1,NA,NA,NA
41,043,9,2,6,['B1'],1932966
42,043,9,3,NA,NA,NA
43,043,9,4,4,"['B5', 'B3']",2019317
44,043,10,1,5,"['B3', 'B5']",2070033
45,043,10,2,NA,NA,NA
46,043,10,3,3,"['B3', 'B5']",2135416
47,043,10,4,NA,NA,NA
48,043,11,1,NA,NA,NA
49,043,11,2,1,['B5'],2254633
50,043,11,3,2,['B5'],2299350
51,043,11,4,NA,NA,NA
