,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,028,training,1,6,"['B1', 'B3']",175184
1,028,training,1,NA,NA,NA
2,028,training,1,NA,NA,NA
3,028,training,1,NA,NA,NA
4,028,training,1,5,['B1'],329949
5,028,training,1,5,['B1'],372532
6,028,training,1,5,['B1'],411383
7,028,training,1,6,['B1'],450849
8,028,training,1,5,['B1'],498549
9,028,training,1,NA,NA,NA
10,028,training,1,6,['B1'],569655
11,028,0,1,NA,NA,NA
12,028,0,2,5,['B1'],650800
13,028,0,3,NA,NA,NA
14,028,0,4,3,"['B3', 'B4']",726455
15,028,1,1,NA,NA,NA
16,028,1,2,5,['B3'],823433
17,028,1,3,NA,NA,NA
18,028,1,4,5,['B1'],925817
19,028,2,1,5,['B1'],988984
20,028,2,2,NA,NA,NA
21,028,2,3,5,['B1'],1070118
22,028,2,4,NA,NA,NA
23,028,3,1,5,['B1'],1154340
24,028,3,2,NA,NA,NA
25,028,3,3,NA,NA,NA
26,028,3,4,5,['B1'],1285801
27,028,4,1,6,['B1'],1339635
28,028,4,2,NA,NA,NA
29,028,4,3,5,['B1'],1414118
30,028,4,4,NA,NA,NA
31,028,5,1,NA,NA,NA
32,028,5,2,NA,NA,NA
33,028,5,3,6,['B1'],1576502
34,028,5,4,6,['B1'],1622738
35,028,6,1,6,['B1'],1672119
36,028,6,2,NA,NA,NA
37,028,6,3,NA,NA,NA
38,028,6,4,5,['B1'],1780042
39,028,7,1,NA,NA,NA
40,028,7,2,6,['B1'],1871356
41,028,7,3,NA,NA,NA
42,028,7,4,5,['B1'],1967692
43,028,8,1,5,['B1'],2015820
44,028,8,2,NA,NA,NA
45,028,8,3,NA,NA,NA
46,028,8,4,5,['B1'],2121487
47,028,9,1,6,['B1'],2173543
48,028,9,2,NA,NA,NA
49,028,9,3,NA,NA,NA
50,028,9,4,6,['B1'],2314846
51,028,10,1,NA,NA,NA
52,028,10,2,4,['B1'],2403137
53,028,10,3,5,['B5'],2439077
54,028,10,4,NA,NA,NA
55,028,11,1,5,['B1'],2528621
56,028,11,2,NA,NA,NA
57,028,11,3,5,['B1'],2625278
58,028,11,4,NA,NA,NA
