,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,004,training,1,6,['B1'],273290
1,004,training,1,6,['B1'],314967
2,004,training,1,NA,NA,NA
3,004,training,1,NA,NA,NA
4,004,training,1,6,['B3'],429422
5,004,training,1,NA,NA,NA
6,004,training,1,6,['B1'],499539
7,004,training,1,5,['B3'],537934
8,004,training,1,NA,NA,NA
9,004,training,1,5,['B4'],604237
10,004,training,1,5,['B4'],644424
11,004,0,1,5,['B1'],722270
12,004,0,2,NA,NA,NA
13,004,0,3,NA,NA,NA
14,004,0,4,6,['B1'],850643
15,004,1,1,5,['B4'],888772
16,004,1,2,5,['B3'],923305
17,004,1,3,NA,NA,NA
18,004,1,4,NA,NA,NA
19,004,2,1,4,"['B4', 'B2']",1041006
20,004,2,2,4,"['B2', 'B4']",1088904
21,004,2,3,NA,NA,NA
22,004,2,4,NA,NA,NA
23,004,3,1,4,"['B4', 'B5']",1204339
24,004,3,2,NA,NA,NA
25,004,3,3,NA,NA,NA
26,004,3,4,2,['B5'],1306288
27,004,4,1,NA,NA,NA
28,004,4,2,2,"['B4', 'B5']",1404239
29,004,4,3,3,"['B4', 'B3']",1449609
30,004,4,4,NA,NA,NA
31,004,5,1,NA,NA,NA
32,004,5,2,NA,NA,NA
33,004,5,3,4,"['B2', 'B3']",1582205
34,004,5,4,3,['B3'],1627373
35,004,6,1,5,['B1'],1687573
36,004,6,2,NA,NA,NA
37,004,6,3,5,['B1'],1771956
38,004,6,4,NA,NA,NA
39,004,7,1,NA,NA,NA
40,004,7,2,NA,NA,NA
41,004,7,3,5,['B1'],1907226
42,004,7,4,6,['B1'],1945641
43,004,8,1,5,"['B1', 'B2']",2000896
44,004,8,2,NA,NA,NA
45,004,8,3,5,"['B1', 'B2']",2084757
46,004,8,4,NA,NA,NA
47,004,9,1,5,['B1'],2157607
48,004,9,2,NA,NA,NA
49,004,9,3,4,['B3'],2217659
50,004,9,4,NA,NA,NA
51,004,10,1,NA,NA,NA
52,004,10,2,NA,NA,NA
53,004,10,3,4,"['B5', 'B3']",2380661
54,004,10,4,4,['B2'],2427224
55,004,11,1,NA,NA,NA
56,004,11,2,4,"['B4', 'B1']",2489176
57,004,11,3,NA,NA,NA
58,004,11,4,4,['B1'],2552313
