,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,029,training,1,3,['B3'],239422
1,029,training,1,NA,NA,NA
2,029,training,1,3,['B1'],307982
3,029,training,1,NA,NA,NA
4,029,training,1,4,"['B4', 'B2']",381217
5,029,0,1,4,['B3'],452168
6,029,0,2,NA,NA,NA
7,029,0,3,4,['B3'],541368
8,029,0,4,NA,NA,NA
9,029,1,1,5,['B1'],623016
10,029,1,2,NA,NA,NA
11,029,1,3,NA,NA,NA
12,029,1,4,5,"['B3', 'B1']",721156
13,029,2,1,NA,NA,NA
14,029,2,2,3,['B1'],823269
15,029,2,3,6,['B1'],872040
16,029,2,4,NA,NA,NA
17,029,3,1,NA,NA,NA
18,029,3,2,6,['B1'],976256
19,029,3,3,5,['B1'],1011437
20,029,3,4,NA,NA,NA
21,029,4,1,NA,NA,NA
22,029,4,2,NA,NA,NA
23,029,4,3,6,['B1'],1185359
24,029,4,4,6,['B1'],1229919
25,029,5,1,NA,NA,NA
26,029,5,2,NA,NA,NA
27,029,5,3,6,['B3'],1324654
28,029,5,4,6,['B2'],1357939
29,029,6,1,NA,NA,NA
30,029,6,2,5,['B2'],1454690
31,029,6,3,4,['B3'],1502889
32,029,6,4,NA,NA,NA
33,029,7,1,NA,NA,NA
34,029,7,2,2,['B2'],1621055
35,029,7,3,NA,NA,NA
36,029,7,4,4,['B3'],1691471
37,029,8,1,4,['B1'],1758223
38,029,8,2,3,['B2'],1806770
39,029,8,3,NA,NA,NA
40,029,8,4,NA,NA,NA
41,029,9,1,NA,NA,NA
42,029,9,2,NA,NA,NA
43,029,9,3,3,['B2'],1982159
44,029,9,4,5,['B3'],2018805
45,029,10,1,3,['B2'],2078836
46,029,10,2,4,['B2'],2125174
47,029,10,3,NA,NA,NA
48,029,10,4,NA,NA,NA
49,029,11,1,NA,NA,NA
50,029,11,2,NA,NA,NA
51,029,11,3,1,['B2'],2304528
52,029,11,4,3,['B3'],2341092
