,name,block_num,trial_num,probe1_answ,probe2_answ,probe1_time
0,038,training,1,6,['B1'],203252
1,038,training,1,5,['B1'],241300
2,038,training,1,NA,NA,NA
3,038,training,1,5,['B1'],316967
4,038,0,1,NA,NA,NA
5,038,0,2,4,['B1'],419221
6,038,0,3,NA,NA,NA
7,038,0,4,5,['B1'],511304
8,038,1,1,5,['B1'],551935
9,038,1,2,6,['B1'],586535
10,038,1,3,NA,NA,NA
11,038,1,4,NA,NA,NA
12,038,2,1,NA,NA,NA
13,038,2,2,4,['B1'],755236
14,038,2,3,NA,NA,NA
15,038,2,4,6,['B1'],838004
16,038,3,1,NA,NA,NA
17,038,3,2,6,['B1'],899970
18,038,3,3,6,['B1'],934987
19,038,3,4,NA,NA,NA
20,038,4,1,6,['B1'],1025237
21,038,4,2,NA,NA,NA
22,038,4,3,NA,NA,NA
23,038,4,4,6,['B1'],1148288
24,038,5,1,6,['B1'],1180388
25,038,5,2,NA,NA,NA
26,038,5,3,6,['B1'],1243171
27,038,5,4,NA,NA,NA
28,038,6,1,NA,NA,NA
29,038,6,2,NA,NA,NA
30,038,6,3,6,['B1'],1408439
31,038,6,4,6,['B1'],1449811
32,038,7,1,NA,NA,NA
33,038,7,2,6,['B1'],1517139
34,038,7,3,NA,NA,NA
35,038,7,4,4,['B1'],1580640
36,038,8,1,NA,NA,NA
37,038,8,2,5,['B1'],1678457
38,038,8,3,6,['B1'],1718823
39,038,8,4,NA,NA,NA
40,038,9,1,NA,NA,NA
41,038,9,2,4,['B1'],1820141
42,038,9,3,6,['B1'],1855841
43,038,9,4,NA,NA,NA
44,038,10,1,NA,NA,NA
45,038,10,2,5,['B1'],1979992
46,038,10,3,6,['B1'],2025592
47,038,10,4,NA,NA,NA
48,038,11,1,5,['B1'],2102725
49,038,11,2,6,['B1'],2134125
50,038,11,3,NA,NA,NA
51,038,11,4,NA,NA,NA
